index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
14,41,	95	11	4	15	47840	46	2826	1	1	1	1	2	2440	10243	30	386	2	
14,42,	95	14	20	34	47808	47	4847	2	2	2	1	1	1842	6453	68	3005	2	
14,43,	94	21	8	29	47013	48	8374	2	2	2	1	4	7113	24004	58	1261	1	
14,44,	96	9	3	12	48264	48	1202	1	1	1	1	1	1153	6217	24	49	2	
14,45,	96	8	0	8	48301	48	841	0	0	0	0	1	841	4337	16	0	2	
14,46,	96	5	0	5	48257	48	0	0	0	0	0	1	0	3872	10	0	2	
14,47,	95	6	0	6	47990	47	2345	0	0	0	0	1	2345	5767	12	0	2	
14,48,	96	4	0	4	48253	48	0	0	0	0	0	1	0	3667	8	0	2	
14,49,	96	4	0	4	48253	48	0	0	0	0	0	1	0	3667	8	0	2	
14,50,	95	14	0	14	48135	47	2230	0	0	0	0	1	2230	6370	28	0	2	
14,51,	96	4	0	4	48253	48	0	0	0	0	0	1	0	3667	8	0	2	
14,52,	96	20	0	20	48075	47	4211	0	0	0	0	5	4211	16510	40	0	2	
14,53,	96	17	0	17	48353	47	5477	0	0	0	0	1	5477	9277	34	0	2	
14,54,	96	5	0	5	48253	48	0	0	0	0	0	1	0	3876	10	0	2	
14,55,	96	5	0	5	48297	48	418	0	0	0	0	1	418	3599	10	0	2	
14,56,	94	21	8	29	47003	48	8267	2	2	2	1	4	7871	20021	56	396	2	
14,57,	96	8	0	8	48253	48	491	0	0	0	0	2	491	6497	16	0	2	
14,58,	96	5	0	5	48253	48	287	0	0	0	0	1	287	3951	10	0	2	
14,59,	95	5	0	5	47935	48	0	0	0	0	0	1	0	3699	10	0	2	
14,60,	96	7	0	7	48333	48	1034	0	0	0	0	1	1034	4225	14	0	2	
14,61,	95	7	0	7	47998	48	205	0	0	0	0	1	205	4034	14	0	2	
14,62,	95	12	0	12	48101	48	443	0	0	0	0	1	443	4376	24	0	2	
14,63,	95	6	0	6	47505	48	491	0	0	0	0	2	491	5935	12	0	2	
14,64,	96	9	3	12	48066	48	1604	1	1	1	1	3	1380	12036	24	224	2	
14,65,	96	5	0	5	48258	48	760	0	0	0	0	1	760	4224	10	0	2	
14,66,	96	4	0	4	48253	48	0	0	0	0	0	1	0	3667	8	0	2	
14,67,	96	4	0	4	48253	48	0	0	0	0	0	1	0	3667	8	0	2	
14,68,	94	47	62	113	44859	39	22449	18	18	16	1	10	13275	105065	208	9044	1	
14,69,	96	4	0	4	48261	47	0	0	0	0	0	1	0	5960	8	0	2	
14,70,	96	7	0	7	48053	45	1087	0	0	0	0	3	1087	13417	14	0	2	
14,71,	96	5	0	5	48281	48	88	0	0	0	0	1	88	4472	10	0	2	
14,72,	96	9	4	15	47842	47	2003	2	2	1	1	4	1528	17813	30	354	2	
14,73,	96	7	0	7	48270	47	354	0	0	0	0	1	354	5724	14	0	2	
14,74,	96	4	0	4	48292	48	0	0	0	0	0	1	0	4199	8	0	2	
14,75,	96	11	0	11	47992	47	4002	0	0	0	0	5	4002	14737	22	0	2	
14,76,	96	5	0	5	48321	48	0	0	0	0	0	1	0	4961	10	0	2	
14,77,	96	4	0	4	48245	48	0	0	0	0	0	1	0	3575	8	0	2	
14,78,	95	4	0	4	47877	48	0	0	0	0	0	1	0	3558	8	0	2	
14,79,	96	5	0	5	48260	47	71	0	0	0	0	1	71	6085	10	0	2	
14,80,	96	6	0	6	48245	48	536	0	0	0	0	1	536	4432	12	0	2	
14,81,	96	5	0	5	48321	48	0	0	0	0	0	1	0	4961	10	0	2	
14,82,	96	5	0	5	48188	48	0	0	0	0	0	1	0	4261	10	0	2	
14,83,	96	6	0	6	48246	48	340	0	0	0	0	1	340	3935	12	0	2	
14,84,	96	13	9	22	47682	46	3256	3	3	3	1	3	2270	17010	38	986	2	
14,85,	96	7	0	7	48285	47	257	0	0	0	0	1	257	5730	14	0	2	
14,86,	96	5	0	5	48280	47	173	0	0	0	0	1	173	5452	10	0	2	
14,87,	96	8	0	8	48027	48	1427	0	0	0	0	3	1427	8214	16	0	2	
14,88,	96	4	0	4	48165	48	0	0	0	0	0	1	0	4370	8	0	2	
14,89,	96	4	0	4	48260	47	0	0	0	0	0	1	0	5540	8	0	2	
14,90,	94	31	2	33	47831	47	5025	1	1	1	1	2	4806	12844	66	219	2	
14,91,	96	4	0	4	48310	48	0	0	0	0	0	1	0	4662	8	0	2	
14,92,	96	6	0	6	48158	47	220	0	0	0	0	1	220	4842	12	0	2	
14,93,	95	13	3	18	47451	47	2467	2	2	1	1	2	1990	9539	34	259	2	
14,94,	96	4	0	4	48169	48	0	0	0	0	0	1	0	4327	8	0	2	
14,95,	96	4	0	4	48245	48	0	0	0	0	0	1	0	3575	8	0	2	
14,96,	96	4	0	4	48261	47	0	0	0	0	0	1	0	5960	8	0	2	
14,97,	95	4	0	4	47877	48	0	0	0	0	0	1	0	3558	8	0	2	
14,98,	96	5	0	5	48246	48	53	0	0	0	0	1	53	3827	10	0	2	
14,99,	96	5	0	5	48260	48	76	0	0	0	0	1	76	3801	10	0	2	
15,16,	96	19	2	21	48356	47	4338	1	1	1	1	2	4139	10495	42	199	2	
15,17,	96	32	9	43	47899	45	10069	4	4	3	1	5	9451	31752	86	419	1	
15,18,	94	24	13	37	46907	48	6839	3	3	3	1	4	5386	20582	72	1453	2	
15,19,	95	21	2	23	48055	47	4391	1	1	1	1	2	4192	10774	46	199	2	
15,20,	96	19	2	21	48337	47	4401	1	1	1	1	2	4202	10537	42	199	2	
15,21,	96	20	2	22	48351	47	5098	1	1	1	1	2	4899	11004	44	199	2	
15,22,	96	19	2	21	48351	47	4521	1	1	1	1	2	4322	10406	42	199	2	
15,23,	96	28	2	30	48565	47	5502	1	1	1	1	2	5303	11987	60	199	2	
15,24,	95	30	5	35	47119	46	7958	2	2	2	1	4	7368	23284	70	590	2	
15,25,	96	20	2	22	48366	47	4403	1	1	1	1	2	4204	10534	44	199	2	
15,26,	94	38	14	52	46628	45	10941	4	4	4	1	8	8424	33606	102	2517	1	
15,27,	96	19	2	21	48333	47	4389	1	1	1	1	2	4190	10397	42	199	2	
15,28,	95	24	2	26	48082	47	4960	1	1	1	1	2	4761	11407	52	199	2	
15,29,	95	30	2	32	48219	47	5696	1	1	1	1	2	5497	9234	64	199	2	
15,30,	95	24	4	28	47727	47	5040	2	2	2	1	3	4587	15068	56	453	2	
15,31,	95	23	2	25	48170	47	4563	1	1	1	1	2	4364	10559	50	199	2	
15,32,	95	29	4	33	48132	47	5782	2	2	2	1	2	5576	13956	66	206	2	
15,33,	96	23	2	25	48383	47	4625	1	1	1	1	2	4426	11004	48	199	2	
15,34,	96	29	4	33	48320	47	5887	2	2	2	1	3	5648	18383	66	239	2	
15,35,	96	19	2	21	48354	48	4727	1	1	1	1	2	4528	10167	42	199	2	
15,36,	95	30	4	34	47197	46	6433	2	2	2	1	4	6231	18143	68	202	2	
15,37,	95	34	31	70	47387	45	19684	12	11	10	2	5	16784	44101	136	2746	1	
15,38,	96	19	2	21	48333	47	4490	1	1	1	1	2	4291	10453	42	199	2	
15,39,	96	19	2	21	48369	47	4630	1	1	1	1	2	4431	10627	42	199	2	
15,40,	95	27	2	29	47961	47	5064	1	1	1	1	3	4865	13329	58	199	2	
15,41,	95	25	6	31	47910	46	7164	2	2	2	1	3	6579	16130	60	585	2	
15,42,	95	28	22	50	47894	46	9185	3	3	3	1	2	5981	13139	100	3204	2	
15,43,	94	35	14	49	46760	45	12794	4	4	4	1	5	11252	33894	98	1542	1	
15,44,	96	23	5	28	48350	47	5540	2	2	2	1	2	5292	12743	56	248	2	
15,45,	96	22	2	24	48384	47	5179	1	1	1	1	2	4980	10949	48	199	2	
15,46,	96	19	2	21	48337	47	4338	1	1	1	1	2	4139	10471	42	199	2	
15,47,	95	20	2	22	48074	46	6683	1	1	1	1	2	6484	12416	44	199	2	
15,48,	96	18	2	20	48333	47	4338	1	1	1	1	2	4139	10264	40	199	2	
15,49,	96	18	2	20	48333	47	4338	1	1	1	1	2	4139	10264	40	199	2	
15,50,	95	28	2	30	48220	46	6568	1	1	1	1	2	6369	12968	60	199	2	
15,51,	96	18	2	20	48333	47	4338	1	1	1	1	2	4139	10264	40	199	2	
15,52,	96	34	2	36	48157	46	8549	1	1	1	1	6	8350	22970	72	199	2	
15,53,	96	31	2	33	48435	46	9815	1	1	1	1	2	9616	15863	66	199	2	
15,54,	96	19	2	21	48333	47	4338	1	1	1	1	2	4139	10474	42	199	2	
15,55,	96	19	2	21	48377	48	4756	1	1	1	1	2	4557	10186	42	199	2	
15,56,	94	35	10	45	47097	47	12605	3	3	3	1	5	12010	26470	88	595	1	
15,57,	96	22	2	24	48333	47	4829	1	1	1	1	3	4630	13071	48	199	2	
15,58,	96	19	2	21	48333	47	4625	1	1	1	1	2	4426	10540	42	199	2	
15,59,	95	19	2	21	48019	47	4338	1	1	1	1	2	4139	10293	42	199	2	
15,60,	96	21	2	23	48412	48	5372	1	1	1	1	2	5173	10836	46	199	2	
15,61,	95	21	2	23	48082	47	4543	1	1	1	1	2	4344	10625	46	199	2	
15,62,	95	26	2	28	48185	47	4781	1	1	1	1	2	4582	10957	56	199	2	
15,63,	95	20	2	22	47591	47	4829	1	1	1	1	3	4630	12519	44	199	2	
15,64,	96	23	5	28	48142	47	5942	2	2	2	1	4	5519	18611	56	423	2	
15,65,	96	19	2	21	48338	47	5098	1	1	1	1	2	4899	10838	42	199	2	
15,66,	96	18	2	20	48333	47	4338	1	1	1	1	2	4139	10264	40	199	2	
15,67,	96	18	2	20	48333	47	4338	1	1	1	1	2	4139	10264	40	199	2	
15,68,	94	61	66	129	44876	38	26787	19	19	18	1	11	17414	111875	240	9252	0	
15,69,	96	18	2	20	48340	46	4338	1	1	1	1	2	4139	12580	40	199	2	
15,70,	96	21	2	23	48126	44	5425	1	1	1	1	4	5226	20075	46	199	2	
15,71,	96	19	2	21	48360	47	4426	1	1	1	1	2	4227	11070	42	199	2	
15,72,	96	23	6	31	47908	46	6341	3	3	2	1	5	5667	24414	62	553	1	
15,73,	96	21	2	23	48349	46	4692	1	1	1	1	2	4493	12350	46	199	2	
15,74,	96	18	2	20	48373	47	4338	1	1	1	1	2	4139	10786	40	199	2	
15,75,	96	25	2	27	48069	46	8340	1	1	1	1	6	8141	21303	54	199	2	
15,76,	96	19	2	21	48403	47	4338	1	1	1	1	2	4139	11514	42	199	2	
15,77,	96	18	2	20	48324	47	4338	1	1	1	1	2	4139	10170	40	199	2	
15,78,	95	18	2	20	47961	47	4338	1	1	1	1	2	4139	10155	40	199	2	
15,79,	96	19	2	21	48339	46	4409	1	1	1	1	2	4210	12707	42	199	2	
15,80,	96	20	2	22	48324	47	4874	1	1	1	1	2	4675	11026	44	199	2	
15,81,	96	19	2	21	48403	47	4338	1	1	1	1	2	4139	11514	42	199	2	
15,82,	96	19	2	21	48272	47	4338	1	1	1	1	2	4139	10815	42	199	2	
15,83,	96	20	2	22	48325	47	4678	1	1	1	1	2	4479	10527	44	199	2	
15,84,	96	27	11	38	47748	46	7594	4	4	4	1	4	6409	23600	70	1185	1	
15,85,	96	21	2	23	48365	47	4595	1	1	1	1	2	4396	12343	46	199	2	
15,86,	96	19	2	21	48359	47	4511	1	1	1	1	2	4312	12073	42	199	2	
15,87,	96	22	2	24	48100	48	5765	1	1	1	1	4	5566	14784	48	199	2	
15,88,	96	18	2	20	48249	47	4338	1	1	1	1	2	4139	10930	40	199	2	
15,89,	96	18	2	20	48339	46	4338	1	1	1	1	2	4139	12162	40	199	2	
15,90,	94	45	4	49	47919	46	9363	2	2	2	1	3	8945	19328	98	418	2	
15,91,	96	18	2	20	48392	47	4338	1	1	1	1	2	4139	11236	40	199	2	
15,92,	96	20	2	22	48242	46	4558	1	1	1	1	2	4359	11406	44	199	2	
15,93,	95	27	5	34	47537	46	6805	3	3	2	1	3	6129	16018	66	458	2	
15,94,	96	18	2	20	48253	47	4338	1	1	1	1	2	4139	10887	40	199	2	
15,95,	96	18	2	20	48324	47	4338	1	1	1	1	2	4139	10170	40	199	2	
15,96,	96	18	2	20	48340	46	4338	1	1	1	1	2	4139	12580	40	199	2	
15,97,	95	18	2	20	47961	47	4338	1	1	1	1	2	4139	10155	40	199	2	
15,98,	96	19	2	21	48325	47	4391	1	1	1	1	2	4192	10424	42	199	2	
15,99,	96	19	2	21	48339	47	4414	1	1	1	1	2	4215	10402	42	199	2	
16,17,	97	17	7	26	48110	46	5731	3	3	2	1	4	5312	25400	52	220	2	
16,18,	95	9	11	20	47114	48	2501	2	2	2	1	3	1247	14064	38	1254	2	
16,19,	96	6	0	6	48270	48	53	0	0	0	0	1	53	4189	12	0	2	
16,20,	97	4	0	4	48557	48	63	0	0	0	0	1	63	3939	8	0	2	
16,21,	97	5	0	5	48571	48	760	0	0	0	0	1	760	4390	10	0	2	
16,22,	97	4	0	4	48570	48	183	0	0	0	0	1	183	3835	8	0	2	
16,23,	97	13	0	13	48782	48	1164	0	0	0	0	1	1164	5471	26	0	2	
16,24,	96	15	3	18	47323	47	3620	1	1	1	1	3	3229	16793	36	391	2	
16,25,	97	5	0	5	48586	48	65	0	0	0	0	1	65	3943	10	0	2	
16,26,	95	23	10	33	47143	47	6163	3	3	3	1	4	4285	20873	62	1878	2	
16,27,	97	4	0	4	48553	48	51	0	0	0	0	1	51	3805	8	0	2	
16,28,	96	9	0	9	48297	48	622	0	0	0	0	1	622	4813	18	0	2	
16,29,	96	15	0	15	48435	48	1358	0	0	0	0	1	1358	2598	30	0	2	
16,30,	96	9	2	11	47943	48	702	1	1	1	1	2	448	8538	22	254	2	
16,31,	96	8	0	8	48385	48	225	0	0	0	0	1	225	3984	16	0	2	
16,32,	96	14	2	16	48349	48	1444	1	1	1	1	1	1437	7387	32	7	2	
16,33,	97	8	0	8	48606	48	287	0	0	0	0	1	287	4642	16	0	2	
16,34,	97	14	2	16	48539	48	1549	1	1	1	1	2	1509	11867	32	40	2	
16,35,	97	4	0	4	48574	48	389	0	0	0	0	1	389	3580	8	0	2	
16,36,	96	15	2	17	47401	47	2095	1	1	1	1	3	2092	11680	34	3	2	
16,37,	96	19	29	53	47593	46	15346	11	10	9	2	4	12645	37506	102	2547	1	
16,38,	97	4	0	4	48553	48	152	0	0	0	0	1	152	3865	8	0	2	
16,39,	97	4	0	4	48587	48	292	0	0	0	0	1	292	4047	8	0	2	
16,40,	96	12	0	12	48175	48	726	0	0	0	0	2	726	6769	24	0	2	
16,41,	96	10	4	14	48137	46	2826	1	1	1	1	2	2440	10251	28	386	2	
16,42,	96	13	20	33	48105	46	4847	2	2	2	1	1	1842	6455	66	3005	2	
16,43,	95	20	8	28	47304	47	8374	2	2	2	1	4	7113	24027	56	1261	1	
16,44,	97	8	3	11	48563	48	1202	1	1	1	1	1	1153	6222	22	49	2	
16,45,	97	7	0	7	48602	48	841	0	0	0	0	1	841	4332	14	0	2	
16,46,	97	4	0	4	48557	48	0	0	0	0	0	1	0	3877	8	0	2	
16,47,	96	5	0	5	48289	47	2345	0	0	0	0	1	2345	5771	10	0	2	
16,48,	97	3	0	3	48553	48	0	0	0	0	0	1	0	3672	6	0	2	
16,49,	97	3	0	3	48553	48	0	0	0	0	0	1	0	3672	6	0	2	
16,50,	96	13	0	13	48434	47	2230	0	0	0	0	1	2230	6374	26	0	2	
16,51,	97	3	0	3	48553	48	0	0	0	0	0	1	0	3672	6	0	2	
16,52,	97	19	0	19	48375	47	4211	0	0	0	0	5	4211	16515	38	0	2	
16,53,	97	16	0	16	48653	47	5477	0	0	0	0	1	5477	9280	32	0	2	
16,54,	97	4	0	4	48553	48	0	0	0	0	0	1	0	3881	8	0	2	
16,55,	97	4	0	4	48595	48	418	0	0	0	0	1	418	3645	8	0	2	
16,56,	95	20	8	28	47298	48	8267	2	2	2	1	4	7871	20024	54	396	2	
16,57,	97	7	0	7	48553	48	491	0	0	0	0	2	491	6502	14	0	2	
16,58,	97	4	0	4	48553	48	287	0	0	0	0	1	287	3956	8	0	2	
16,59,	96	4	0	4	48234	48	0	0	0	0	0	1	0	3705	8	0	2	
16,60,	97	6	0	6	48633	48	1034	0	0	0	0	1	1034	4228	12	0	2	
16,61,	96	6	0	6	48297	48	205	0	0	0	0	1	205	4040	12	0	2	
16,62,	96	11	0	11	48400	48	443	0	0	0	0	1	443	4379	22	0	2	
16,63,	96	5	0	5	47803	48	491	0	0	0	0	2	491	5942	10	0	2	
16,64,	97	8	3	11	48365	48	1604	1	1	1	1	3	1380	12042	22	224	2	
16,65,	97	4	0	4	48558	48	760	0	0	0	0	1	760	4227	8	0	2	
16,66,	97	3	0	3	48553	48	0	0	0	0	0	1	0	3672	6	0	2	
16,67,	97	3	0	3	48553	48	0	0	0	0	0	1	0	3672	6	0	2	
16,68,	95	46	62	112	45131	39	22449	18	18	16	1	10	13275	105088	206	9044	1	
16,69,	97	3	0	3	48560	47	0	0	0	0	0	1	0	5967	6	0	2	
16,70,	97	6	0	6	48350	45	1087	0	0	0	0	3	1087	13428	12	0	2	
16,71,	97	4	0	4	48580	48	88	0	0	0	0	1	88	4478	8	0	2	
16,72,	97	8	4	14	48137	47	2003	2	2	1	1	4	1528	17824	28	354	2	
16,73,	97	6	0	6	48569	47	354	0	0	0	0	1	354	5731	12	0	2	
16,74,	97	3	0	3	48592	48	0	0	0	0	0	1	0	4204	6	0	2	
16,75,	97	10	0	10	48292	47	4002	0	0	0	0	5	4002	14740	20	0	2	
16,76,	97	4	0	4	48621	48	0	0	0	0	0	1	0	4966	8	0	2	
16,77,	97	3	0	3	48544	48	0	0	0	0	0	1	0	3581	6	0	2	
16,78,	96	3	0	3	48177	48	0	0	0	0	0	1	0	3561	6	0	2	
16,79,	97	4	0	4	48559	47	71	0	0	0	0	1	71	6092	8	0	2	
16,80,	97	5	0	5	48544	48	536	0	0	0	0	1	536	4438	10	0	2	
16,81,	97	4	0	4	48621	48	0	0	0	0	0	1	0	4966	8	0	2	
16,82,	97	4	0	4	48487	48	0	0	0	0	0	1	0	4267	8	0	2	
16,83,	97	5	0	5	48545	48	340	0	0	0	0	1	340	3941	10	0	2	
16,84,	97	12	9	21	47978	46	3256	3	3	3	1	3	2270	17018	36	986	2	
16,85,	97	6	0	6	48585	47	257	0	0	0	0	1	257	5735	12	0	2	
16,86,	97	4	0	4	48579	47	173	0	0	0	0	1	173	5459	8	0	2	
16,87,	97	7	0	7	48324	48	1427	0	0	0	0	3	1427	8222	14	0	2	
16,88,	97	3	0	3	48464	48	0	0	0	0	0	1	0	4376	6	0	2	
16,89,	97	3	0	3	48559	47	0	0	0	0	0	1	0	5547	6	0	2	
16,90,	95	30	2	32	48131	47	5025	1	1	1	1	2	4806	12803	64	219	2	
16,91,	97	3	0	3	48610	48	0	0	0	0	0	1	0	4667	6	0	2	
16,92,	97	5	0	5	48457	47	220	0	0	0	0	1	220	4849	10	0	2	
16,93,	96	12	3	17	47750	47	2467	2	2	1	1	2	1990	9520	32	259	2	
16,94,	97	3	0	3	48468	48	0	0	0	0	0	1	0	4333	6	0	2	
16,95,	97	3	0	3	48544	48	0	0	0	0	0	1	0	3581	6	0	2	
16,96,	97	3	0	3	48560	47	0	0	0	0	0	1	0	5967	6	0	2	
16,97,	96	3	0	3	48177	48	0	0	0	0	0	1	0	3561	6	0	2	
16,98,	97	4	0	4	48545	48	53	0	0	0	0	1	53	3833	8	0	2	
16,99,	97	4	0	4	48559	48	76	0	0	0	0	1	76	3807	8	0	2	
17,18,	95	22	18	42	46650	46	8232	5	5	4	1	6	6559	35454	82	1474	1	
17,19,	96	19	7	28	47807	46	5784	3	3	2	1	4	5365	25676	56	220	2	
17,20,	97	17	7	26	48093	46	5794	3	3	2	1	4	5375	25426	52	220	2	
17,21,	97	18	7	27	48107	46	6491	3	3	2	1	4	6072	25876	54	220	2	
17,22,	97	17	7	26	48107	46	5914	3	3	2	1	4	5495	25291	52	220	2	
17,23,	97	26	7	35	48319	46	6895	3	3	2	1	4	6476	26863	70	220	2	
17,24,	96	28	10	40	46859	45	9351	4	4	3	1	6	8541	38125	80	611	1	
17,25,	97	18	7	27	48122	46	5796	3	3	2	1	4	5377	25429	54	220	2	
17,26,	95	36	17	55	46685	45	11894	6	6	5	1	7	9597	41927	106	2098	1	
17,27,	97	17	7	26	48089	46	5782	3	3	2	1	4	5363	25289	52	220	2	
17,28,	96	22	7	31	47833	46	6353	3	3	2	1	4	5934	26288	62	220	2	
17,29,	96	28	7	37	47981	46	7089	3	3	2	1	4	6670	24126	74	220	2	
17,30,	96	22	9	33	47484	46	6433	4	4	3	1	5	5760	29889	66	474	1	
17,31,	96	21	7	30	47922	46	5956	3	3	2	1	4	5537	25468	60	220	2	
17,32,	96	27	9	38	47886	46	7175	4	4	3	1	4	6749	28773	76	227	1	
17,33,	97	21	7	30	48141	46	6018	3	3	2	1	4	5599	26139	60	220	2	
17,34,	97	27	9	38	48077	46	7280	4	4	3	1	5	6821	33165	76	260	1	
17,35,	97	17	7	26	48110	46	6120	3	3	2	1	4	5701	25070	52	220	2	
17,36,	96	28	9	39	46947	45	7826	4	4	3	1	6	7404	32886	78	223	1	
17,37,	96	32	55	94	46390	45	23566	18	15	15	2	8	17957	72636	180	5256	1	
17,38,	97	17	7	26	48089	46	5883	3	3	2	1	4	5464	25343	52	220	2	
17,39,	97	17	7	26	48125	46	6023	3	3	2	1	4	5604	25533	52	220	2	
17,40,	96	25	7	34	47713	46	6457	3	3	2	1	5	6038	28152	68	220	1	
17,41,	96	23	11	36	47675	45	8557	4	4	3	1	5	7752	31837	72	606	1	
17,42,	96	26	27	55	47667	45	10578	5	5	4	1	4	7154	28183	110	3225	1	
17,43,	95	33	19	54	46495	44	14187	6	6	5	1	7	12425	48673	108	1563	1	
17,44,	97	21	10	33	48098	46	6933	4	4	3	1	4	6465	27793	66	269	1	
17,45,	97	20	7	29	48124	46	6572	3	3	2	1	4	6153	25757	56	220	2	
17,46,	97	17	7	26	48093	46	5731	3	3	2	1	4	5312	25363	52	220	2	
17,47,	96	18	7	27	47826	45	8076	3	3	2	1	4	7657	27267	54	220	2	
17,48,	97	16	7	25	48089	46	5731	3	3	2	1	4	5312	25156	50	220	2	
17,49,	97	16	7	25	48089	46	5731	3	3	2	1	4	5312	25156	50	220	2	
17,50,	96	26	7	35	47971	45	7961	3	3	2	1	4	7542	27807	70	220	2	
17,51,	97	16	7	25	48089	46	5731	3	3	2	1	4	5312	25156	50	220	2	
17,52,	97	32	7	41	47911	45	9942	3	3	2	1	8	9523	37708	82	220	1	
17,53,	97	29	7	38	48189	45	11208	3	3	2	1	4	10789	30711	76	220	2	
17,54,	97	17	7	26	48089	46	5731	3	3	2	1	4	5312	25366	52	220	2	
17,55,	97	17	7	26	48131	46	6149	3	3	2	1	4	5730	25137	52	220	2	
17,56,	95	33	15	50	46840	46	13998	5	5	4	1	7	13183	41131	98	616	1	
17,57,	97	20	7	29	48089	46	6222	3	3	2	1	5	5803	27956	58	220	1	
17,58,	97	17	7	26	48089	46	6018	3	3	2	1	4	5599	25428	52	220	2	
17,59,	96	17	7	26	47771	46	5731	3	3	2	1	4	5312	25202	52	220	2	
17,60,	97	19	7	28	48169	46	6765	3	3	2	1	4	6346	25695	56	220	2	
17,61,	96	19	7	28	47834	46	5936	3	3	2	1	4	5517	25532	56	220	2	
17,62,	96	24	7	33	47936	46	6174	3	3	2	1	4	5755	25863	66	220	2	
17,63,	96	18	7	27	47341	46	6222	3	3	2	1	5	5803	27420	54	220	1	
17,64,	97	21	10	33	47901	46	7335	4	4	3	1	6	6692	33433	66	444	1	
17,65,	97	17	7	26	48094	46	6491	3	3	2	1	4	6072	25715	52	220	2	
17,66,	97	16	7	25	48089	46	5731	3	3	2	1	4	5312	25156	50	220	2	
17,67,	97	16	7	25	48089	46	5731	3	3	2	1	4	5312	25156	50	220	2	
17,68,	95	59	71	134	44671	37	28180	21	21	19	1	13	18587	125231	250	9273	0	
17,69,	97	16	7	25	48096	45	5731	3	3	2	1	4	5312	27427	50	220	2	
17,70,	97	19	7	28	47886	44	6818	3	3	2	1	6	6399	34794	56	220	1	
17,71,	97	17	7	26	48116	46	5819	3	3	2	1	4	5400	25958	52	220	2	
17,72,	97	21	11	36	47673	45	7734	5	5	3	1	7	6840	39145	72	574	1	
17,73,	97	19	7	28	48105	45	6085	3	3	2	1	4	5666	27193	56	220	2	
17,74,	97	16	7	25	48128	46	5731	3	3	2	1	4	5312	25669	50	220	2	
17,75,	97	23	7	32	47828	45	9733	3	3	2	1	8	9314	36023	64	220	1	
17,76,	97	17	7	26	48157	46	5731	3	3	2	1	4	5312	26401	52	220	2	
17,77,	97	16	7	25	48080	46	5731	3	3	2	1	4	5312	25055	50	220	2	
17,78,	96	16	7	25	47719	46	5731	3	3	2	1	4	5312	25001	50	220	2	
17,79,	97	17	7	26	48095	45	5802	3	3	2	1	4	5383	27551	52	220	2	
17,80,	97	18	7	27	48080	46	6267	3	3	2	1	4	5848	25904	54	220	2	
17,81,	97	17	7	26	48157	46	5731	3	3	2	1	4	5312	26401	52	220	2	
17,82,	97	17	7	26	48024	46	5731	3	3	2	1	4	5312	25700	52	220	2	
17,83,	97	18	7	27	48081	46	6071	3	3	2	1	4	5652	25409	54	220	2	
17,84,	97	25	16	43	47514	44	8987	6	6	5	1	6	7582	38286	80	1206	1	
17,85,	97	19	7	28	48121	45	5988	3	3	2	1	4	5569	27201	56	220	2	
17,86,	97	17	7	26	48116	45	5904	3	3	2	1	4	5485	26894	52	220	2	
17,87,	97	20	7	29	47864	46	7158	3	3	2	1	6	6739	29552	58	220	1	
17,88,	97	16	7	25	48001	46	5731	3	3	2	1	4	5312	25815	50	220	2	
17,89,	97	16	7	25	48095	45	5731	3	3	2	1	4	5312	27013	50	220	2	
17,90,	95	43	9	54	47672	45	10756	4	4	3	1	5	10118	33348	106	439	1	
17,91,	97	16	7	25	48146	46	5731	3	3	2	1	4	5312	26118	50	220	2	
17,92,	97	18	7	27	47993	45	5951	3	3	2	1	4	5532	26321	54	220	2	
17,93,	96	25	10	39	47287	45	8198	5	5	3	1	5	7302	30921	76	479	1	
17,94,	97	16	7	25	48005	46	5731	3	3	2	1	4	5312	25772	50	220	2	
17,95,	97	16	7	25	48080	46	5731	3	3	2	1	4	5312	25055	50	220	2	
17,96,	97	16	7	25	48096	45	5731	3	3	2	1	4	5312	27427	50	220	2	
17,97,	96	16	7	25	47719	46	5731	3	3	2	1	4	5312	25001	50	220	2	
17,98,	97	17	7	26	48081	46	5784	3	3	2	1	4	5365	25307	52	220	2	
17,99,	97	17	7	26	48096	46	5807	3	3	2	1	4	5388	25245	52	220	2	
18,19,	94	11	11	22	46814	48	2554	2	2	2	1	3	1300	14349	42	1254	2	
18,20,	95	9	11	20	47096	48	2564	2	2	2	1	3	1310	14107	38	1254	2	
18,21,	95	10	11	21	47111	48	3261	2	2	2	1	3	2007	14478	40	1254	2	
18,22,	95	9	11	20	47110	48	2684	2	2	2	1	3	1430	13978	38	1254	2	
18,23,	95	18	11	29	47322	49	3665	2	2	2	1	3	2411	15593	56	1254	2	
18,24,	94	20	14	34	45889	47	6121	3	3	3	1	5	4476	26733	66	1645	1	
18,25,	95	10	11	21	47126	48	2566	2	2	2	1	3	1312	14083	40	1254	2	
18,26,	93	28	21	49	45710	48	8664	5	5	5	1	6	5532	30868	92	3132	1	
18,27,	95	9	11	20	47092	48	2552	2	2	2	1	3	1298	13967	38	1254	2	
18,28,	95	14	4	18	47207	48	2501	1	1	1	1	3	1869	12107	34	632	2	
18,29,	94	20	11	31	46979	48	3859	2	2	2	1	3	2605	12804	60	1254	2	
