index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	load_change	degree_change	fail_neber_load	LCC
212,	49	2	0	2	26943	39	86	0	0	0	0	1	86	2275	4	0	399
213,	49	4	0	4	27050	39	733	0	0	0	0	1	733	2668	8	0	399
214,	49	2	0	2	26982	39	302	0	0	0	0	1	302	2261	4	0	399
215,	49	2	0	2	26946	39	169	0	0	0	0	1	169	1558	4	0	399
216,	49	2	0	2	26955	39	240	0	0	0	0	1	240	1670	4	0	399
217,	48	4	3	9	26441	38	1235	2	2	1	1	2	991	8505	18	169	396
218,	49	2	0	2	26925	39	0	0	0	0	0	1	0	1499	4	0	399
219,	49	2	0	2	26857	38	17	0	0	0	0	1	17	1751	4	0	399
220,	49	4	4	8	26802	38	1423	1	1	1	1	2	1019	6632	16	404	397
221,	49	3	0	3	26973	38	153	0	0	0	0	1	153	1937	6	0	399
222,	49	2	0	2	26935	39	0	0	0	0	0	1	0	1456	4	0	399
223,	49	2	0	2	26933	39	483	0	0	0	0	1	483	1933	4	0	399
224,	49	5	0	5	27098	38	718	0	0	0	0	1	718	1506	10	0	399
225,	49	3	0	3	26948	39	394	0	0	0	0	1	394	1877	6	0	399
226,	49	3	0	3	26944	39	254	0	0	0	0	1	254	2464	6	0	399
227,	49	4	0	4	26968	40	323	0	0	0	0	1	323	2404	8	0	399
228,	49	2	0	2	26914	38	94	0	0	0	0	1	94	1628	4	0	399
229,	49	4	0	4	26967	39	194	0	0	0	0	1	194	2561	8	0	399
230,	49	3	0	3	26913	38	56	0	0	0	0	1	56	2299	6	0	399
231,	49	2	0	2	26896	39	77	0	0	0	0	1	77	1582	4	0	399
232,	49	2	0	2	26909	39	61	0	0	0	0	1	61	2141	4	0	399
233,	49	2	0	2	26914	39	370	0	0	0	0	1	370	1879	4	0	399
234,	49	2	0	2	26962	39	106	0	0	0	0	1	106	2305	4	0	399
235,	49	2	0	2	26987	39	66	0	0	0	0	1	66	1967	4	0	399
236,	49	2	3	5	26888	39	614	1	1	1	1	1	364	2756	10	250	398
237,	49	2	0	2	26929	39	0	0	0	0	0	1	0	1437	4	0	399
238,	49	5	0	5	27002	39	391	0	0	0	0	1	391	2791	10	0	399
239,	49	2	0	2	26969	39	217	0	0	0	0	1	217	1463	4	0	399
240,	49	2	0	2	26941	39	64	0	0	0	0	1	64	2185	4	0	399
241,	49	2	0	2	26977	39	200	0	0	0	0	1	200	2093	4	0	399
242,	49	2	0	2	26914	39	297	0	0	0	0	1	297	1833	4	0	399
243,	49	4	0	4	26956	38	346	0	0	0	0	1	346	2848	8	0	399
244,	49	2	0	2	26956	38	16	0	0	0	0	1	16	1998	4	0	399
245,	49	2	0	2	26935	39	63	0	0	0	0	1	63	1480	4	0	399
246,	49	2	0	2	26916	39	106	0	0	0	0	1	106	2249	4	0	399
247,	49	4	0	4	26977	39	352	0	0	0	0	1	352	2431	8	0	399
248,	49	2	0	2	26918	39	224	0	0	0	0	1	224	1719	4	0	399
249,	49	2	0	2	26919	38	318	0	0	0	0	1	318	1813	4	0	399
250,	49	2	0	2	26977	38	399	0	0	0	0	1	399	2251	4	0	399
251,	49	2	0	2	26912	39	167	0	0	0	0	1	167	1713	4	0	399
252,	49	2	0	2	27017	38	340	0	0	0	0	1	340	1851	4	0	399
253,	49	3	0	3	26970	38	367	0	0	0	0	1	367	1586	6	0	399
254,	49	3	0	3	26928	39	380	0	0	0	0	1	380	1831	6	0	399
255,	49	5	0	5	27203	41	1208	0	0	0	0	1	1208	1444	10	0	399
256,	49	3	0	3	26980	38	311	0	0	0	0	1	311	2541	6	0	399
257,	49	2	0	2	26970	38	12	0	0	0	0	1	12	2038	4	0	399
258,	49	2	0	2	26934	38	120	0	0	0	0	1	120	2590	4	0	399
259,	49	2	0	2	26941	39	0	0	0	0	0	1	0	1496	4	0	399
260,	49	3	0	3	26910	39	696	0	0	0	0	1	696	1965	6	0	399
261,	49	2	0	2	26958	38	88	0	0	0	0	1	88	2042	4	0	399
262,	49	4	0	4	26973	39	659	0	0	0	0	1	659	3153	8	0	399
263,	49	2	0	2	26932	39	564	0	0	0	0	1	564	1988	4	0	399
264,	49	2	0	2	26856	38	53	0	0	0	0	1	53	1840	4	0	399
265,	49	2	0	2	26932	38	307	0	0	0	0	1	307	1685	4	0	399
266,	49	3	0	3	26904	39	1217	0	0	0	0	1	1217	2527	6	0	399
267,	49	3	0	3	26918	39	453	0	0	0	0	1	453	2017	6	0	399
268,	49	2	0	2	26907	39	0	0	0	0	0	1	0	1592	4	0	399
269,	49	2	0	2	27006	40	391	0	0	0	0	1	391	1025	4	0	399
270,	49	2	0	2	26941	38	119	0	0	0	0	1	119	2479	4	0	399
271,	49	2	0	2	26921	39	223	0	0	0	0	1	223	1742	4	0	399
272,	49	2	0	2	26788	38	72	0	0	0	0	1	72	2008	4	0	399
273,	49	3	0	3	26977	39	443	0	0	0	0	1	443	1576	6	0	399
274,	49	3	0	3	26952	39	229	0	0	0	0	1	229	2738	6	0	399
275,	49	2	0	2	26910	39	0	0	0	0	0	1	0	1556	4	0	399
276,	49	2	0	2	26996	39	83	0	0	0	0	1	83	2418	4	0	399
277,	49	2	0	2	26985	38	183	0	0	0	0	1	183	3200	4	0	399
278,	49	2	0	2	26925	39	336	0	0	0	0	1	336	1771	4	0	399
279,	49	4	0	4	26975	39	214	0	0	0	0	1	214	2541	8	0	399
280,	49	2	0	2	26953	38	41	0	0	0	0	1	41	2144	4	0	399
281,	49	2	0	2	26945	39	43	0	0	0	0	1	43	2339	4	0	399
282,	49	4	0	4	26963	39	938	0	0	0	0	1	938	2197	8	0	399
283,	49	3	0	3	27069	40	695	0	0	0	0	1	695	1639	6	0	399
284,	49	2	0	2	26955	38	7	0	0	0	0	1	7	2213	4	0	399
285,	49	2	0	2	26931	39	6	0	0	0	0	1	6	2111	4	0	399
286,	49	3	0	3	26901	38	375	0	0	0	0	1	375	920	6	0	399
287,	49	2	0	2	26910	39	93	0	0	0	0	1	93	1649	4	0	399
288,	49	2	0	2	26969	39	136	0	0	0	0	1	136	2087	4	0	399
289,	49	2	0	2	26903	39	15	0	0	0	0	1	15	2161	4	0	399
290,	49	2	0	2	26956	39	92	0	0	0	0	1	92	2342	4	0	399
291,	49	2	0	2	26932	40	123	0	0	0	0	1	123	1508	4	0	399
292,	49	2	0	2	26962	38	63	0	0	0	0	1	63	2170	4	0	399
293,	49	2	0	2	26917	39	333	0	0	0	0	1	333	1736	4	0	399
294,	49	2	0	2	26911	38	90	0	0	0	0	1	90	3011	4	0	399
295,	49	2	0	2	26942	39	519	0	0	0	0	1	519	1971	4	0	399
296,	49	2	0	2	26988	39	0	0	0	0	0	1	0	1771	4	0	399
297,	49	2	0	2	26932	39	203	0	0	0	0	1	203	1724	4	0	399
298,	49	3	0	3	26937	38	192	0	0	0	0	1	192	2540	6	0	399
299,	49	2	0	2	26933	38	334	0	0	0	0	1	334	1468	4	0	399
300,	49	2	0	2	26932	39	67	0	0	0	0	1	67	2248	4	0	399
301,	49	3	0	3	27003	39	218	0	0	0	0	1	218	2464	6	0	399
302,	49	4	0	4	27000	39	623	0	0	0	0	1	623	3021	8	0	399
303,	49	2	0	2	26909	39	70	0	0	0	0	1	70	2879	4	0	399
304,	49	2	0	2	26937	38	80	0	0	0	0	1	80	2413	4	0	399
305,	49	2	0	2	26960	38	188	0	0	0	0	1	188	2355	4	0	399
306,	49	2	2	4	26967	37	600	1	1	1	1	1	457	2897	8	143	398
307,	49	2	0	2	26943	38	40	0	0	0	0	1	40	2465	4	0	399
308,	49	2	0	2	26937	38	0	0	0	0	0	1	0	1577	4	0	399
309,	49	2	0	2	26900	38	0	0	0	0	0	1	0	1991	4	0	399
310,	49	2	0	2	26978	39	68	0	0	0	0	1	68	1988	4	0	399
311,	49	2	0	2	26961	37	169	0	0	0	0	1	169	2403	4	0	399
312,	49	2	0	2	26970	39	249	0	0	0	0	1	249	2014	4	0	399
313,	49	2	0	2	26790	38	10	0	0	0	0	1	10	2050	4	0	399
314,	49	2	0	2	26946	39	92	0	0	0	0	1	92	2100	4	0	399
315,	49	3	0	3	26968	38	239	0	0	0	0	1	239	2634	6	0	399
316,	49	2	0	2	27001	39	304	0	0	0	0	1	304	1427	4	0	399
317,	49	2	0	2	26958	39	38	0	0	0	0	1	38	2513	4	0	399
318,	49	2	0	2	26931	39	496	0	0	0	0	1	496	1971	4	0	399
319,	49	2	0	2	26938	39	621	0	0	0	0	1	621	2083	4	0	399
320,	49	2	0	2	26936	38	84	0	0	0	0	1	84	2264	4	0	399
